,URL,Title,Part,Chapter,Division,Subchapter,Rule,Source Note
2879,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=217,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",DIVISION 2: ELIGIBILITY REQUIREMENTS,SUBCHAPTER B: PRESUMPTIVE MEDICAID PROGRAM,RULE §366.217: Citizenship,"Source Note: The provisions of this §366.217 adopted to be effective June 9, 2010, 35 TexReg 4661; amended to be effective January 18, 2015, 40 TexReg 31"
2880,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=219,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",DIVISION 2: ELIGIBILITY REQUIREMENTS,SUBCHAPTER B: PRESUMPTIVE MEDICAID PROGRAM,RULE §366.219: Social Security Number,"Source Note: The provisions of this §366.219 adopted to be effective June 9, 2010, 35 TexReg 4661; amended to be effective January 18, 2015, 40 TexReg 31"
2881,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=221,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",DIVISION 2: ELIGIBILITY REQUIREMENTS,SUBCHAPTER B: PRESUMPTIVE MEDICAID PROGRAM,RULE §366.221: Residence,"Source Note: The provisions of this §366.221 adopted to be effective June 9, 2010, 35 TexReg 4661; amended to be effective January 18, 2015, 40 TexReg 31"
2882,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=223,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",DIVISION 2: ELIGIBILITY REQUIREMENTS,SUBCHAPTER B: PRESUMPTIVE MEDICAID PROGRAM,RULE §366.223: Income Limits,"Source Note: The provisions of this §366.223 adopted to be effective January 18, 2015, 40 TexReg 31"
2883,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=225,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",DIVISION 2: ELIGIBILITY REQUIREMENTS,SUBCHAPTER B: PRESUMPTIVE MEDICAID PROGRAM,RULE §366.225: Determination of Household Composition,"Source Note: The provisions of this §366.225 adopted to be effective January 18, 2015, 40 TexReg 31"
2884,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=227,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",DIVISION 2: ELIGIBILITY REQUIREMENTS,SUBCHAPTER B: PRESUMPTIVE MEDICAID PROGRAM,RULE §366.227: Calculation of Household Income,"Source Note: The provisions of this §366.227 adopted to be effective January 18, 2015, 40 TexReg 31"
2885,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=229,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",DIVISION 2: ELIGIBILITY REQUIREMENTS,SUBCHAPTER B: PRESUMPTIVE MEDICAID PROGRAM,RULE §366.229: Third-party Resources,"Source Note: The provisions of this §366.229 adopted to be effective January 18, 2015, 40 TexReg 31"
2886,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=231,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",DIVISION 2: ELIGIBILITY REQUIREMENTS,SUBCHAPTER B: PRESUMPTIVE MEDICAID PROGRAM,RULE §366.231: Medicaid Eligibility Effective Date,"Source Note: The provisions of this §366.231 adopted to be effective January 18, 2015, 40 TexReg 31"
2887,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=233,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",DIVISION 2: ELIGIBILITY REQUIREMENTS,SUBCHAPTER B: PRESUMPTIVE MEDICAID PROGRAM,RULE §366.233: Resident of an Institution for Mental Diseases,"Source Note: The provisions of this §366.233 adopted to be effective January 18, 2015, 40 TexReg 31"
2888,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=235,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",DIVISION 2: ELIGIBILITY REQUIREMENTS,SUBCHAPTER B: PRESUMPTIVE MEDICAID PROGRAM,RULE §366.235: Inmates of Public Institutions,"Source Note: The provisions of this §366.235 adopted to be effective January 18, 2015, 40 TexReg 31"
2889,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=237,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",DIVISION 2: ELIGIBILITY REQUIREMENTS,SUBCHAPTER B: PRESUMPTIVE MEDICAID PROGRAM,RULE §366.237: Right to Appeal,"Source Note: The provisions of this §366.237 adopted to be effective January 18, 2015, 40 TexReg 31"
2890,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=251,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",DIVISION 3: PROVIDER REQUIREMENTS,SUBCHAPTER B: PRESUMPTIVE MEDICAID PROGRAM,RULE §366.251: Qualified Hospital and Qualified Entity Eligibility Requirements,"Source Note: The provisions of this §366.251 adopted to be effective June 9, 2010, 35 TexReg 4661; amended to be effective January 18, 2015, 40 TexReg 31"
2891,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=261,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",DIVISION 4: OVERSIGHT,SUBCHAPTER B: PRESUMPTIVE MEDICAID PROGRAM,RULE §366.261: Oversight of Qualified Hospitals and Qualified Entities,"Source Note: The provisions of this §366.261 adopted to be effective January 18, 2015, 40 TexReg 31"
2892,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=263,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",DIVISION 4: OVERSIGHT,SUBCHAPTER B: PRESUMPTIVE MEDICAID PROGRAM,RULE §366.263: HHSC Responsibilities to Qualified Hospitals and Qualified Entities,"Source Note: The provisions of this §366.263 adopted to be effective January 18, 2015, 40 TexReg 31"
2893,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=301,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.301: Purpose and Scope,"Source Note: The provisions of this §366.301 adopted to be effective January 1, 2014, 38 TexReg 9467"
2894,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=303,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.303: Definitions,"Source Note: The provisions of this §366.303 adopted to be effective January 1, 2014, 38 TexReg 9467; amended to be effective June 1, 2014, 39 TexReg 3981"
2895,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=305,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.305: General Eligibility Requirements,"Source Note: The provisions of this §366.305 adopted to be effective January 1, 2014, 38 TexReg 9467"
2896,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=307,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.307: Eligible Group,"Source Note: The provisions of this §366.307 adopted to be effective January 1, 2014, 38 TexReg 9467"
2897,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=309,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.309: Application Requirements,"Source Note: The provisions of this §366.309 adopted to be effective January 1, 2014, 38 TexReg 9467"
2898,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=311,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.311: Application Processing,"Source Note: The provisions of this §366.311 adopted to be effective January 1, 2014, 38 TexReg 9467; amended to be effective June 1, 2014, 39 TexReg 3981"
2899,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=313,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.313: Citizenship,"Source Note: The provisions of this §366.313 adopted to be effective January 1, 2014, 38 TexReg 9467"
2900,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=315,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.315: Social Security Number,"Source Note: The provisions of this §366.315 adopted to be effective January 1, 2014, 38 TexReg 9467"
2901,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=317,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.317: Residence,"Source Note: The provisions of this §366.317 adopted to be effective January 1, 2014, 38 TexReg 9467"
2902,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=319,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.319: Child Support and Medical Support,"Source Note: The provisions of this §366.319 adopted to be effective January 1, 2014, 38 TexReg 9467; amended to be effective November 20, 2016, 41 TexReg 9007"
2903,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=321,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.321: Income Levels,"Source Note: The provisions of this §366.321 adopted to be effective January 1, 2014, 38 TexReg 9467"
2904,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=323,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.323: Third-Party Resources,"Source Note: The provisions of this §366.323 adopted to be effective January 1, 2014, 38 TexReg 9467"
2905,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=325,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.325: Medical Eligibility Effective Date,"Source Note: The provisions of this §366.325 adopted to be effective January 1, 2014, 38 TexReg 9467"
2906,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=327,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.327: Resident of an Institution for Mental Diseases,"Source Note: The provisions of this §366.327 adopted to be effective January 1, 2014, 38 TexReg 9467"
2907,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=329,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.329: Inmates of Public Institutions,"Source Note: The provisions of this §366.329 adopted to be effective January 1, 2014, 38 TexReg 9467"
2908,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=331,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.331: Information from Other Agencies,"Source Note: The provisions of this §366.331 adopted to be effective January 1, 2014, 38 TexReg 9467"
2909,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=333,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.333: Requirement to Report Changes,"Source Note: The provisions of this §366.333 adopted to be effective January 1, 2014, 38 TexReg 9467"
2910,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=335,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER C: PREGNANT WOMEN'S MEDICAID,RULE §366.335: Right to Appeal,"Source Note: The provisions of this §366.335 adopted to be effective January 1, 2014, 38 TexReg 9467"
2911,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=401,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER D: MEDICAID FOR BREAST AND CERVICAL CANCER,RULE §366.401: Purpose and Scope,"Source Note: The provisions of this §366.401 adopted to be effective June 9, 2010, 35 TexReg 4661"
2912,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=403,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER D: MEDICAID FOR BREAST AND CERVICAL CANCER,RULE §366.403: Definitions,"Source Note: The provisions of this §366.403 adopted to be effective June 9, 2010, 35 TexReg 4661"
2913,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=405,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER D: MEDICAID FOR BREAST AND CERVICAL CANCER,RULE §366.405: Eligible Group,"Source Note: The provisions of this §366.405 adopted to be effective June 9, 2010, 35 TexReg 4661"
2914,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=407,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER D: MEDICAID FOR BREAST AND CERVICAL CANCER,RULE §366.407: Eligibility Requirements,"Source Note: The provisions of this §366.407 adopted to be effective June 9, 2010, 35 TexReg 4661"
2915,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=409,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER D: MEDICAID FOR BREAST AND CERVICAL CANCER,RULE §366.409: Application Requirements and Processing,"Source Note: The provisions of this §366.409 adopted to be effective June 9, 2010, 35 TexReg 4661"
2916,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=411,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER D: MEDICAID FOR BREAST AND CERVICAL CANCER,RULE §366.411: Medicaid Eligibility Effective Date,"Source Note: The provisions of this §366.411 adopted to be effective June 9, 2010, 35 TexReg 4661"
2917,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=413,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER D: MEDICAID FOR BREAST AND CERVICAL CANCER,RULE §366.413: Inmates of Public Institutions,"Source Note: The provisions of this §366.413 adopted to be effective June 9, 2010, 35 TexReg 4661"
2918,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=415,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER D: MEDICAID FOR BREAST AND CERVICAL CANCER,RULE §366.415: Eligibility Renewal,"Source Note: The provisions of this §366.415 adopted to be effective June 9, 2010, 35 TexReg 4661"
2919,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=417,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER D: MEDICAID FOR BREAST AND CERVICAL CANCER,RULE §366.417: Information from Other Agencies,"Source Note: The provisions of this §366.417 adopted to be effective June 9, 2010, 35 TexReg 4661"
2920,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=419,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER D: MEDICAID FOR BREAST AND CERVICAL CANCER,RULE §366.419: Requirement to Report Changes,"Source Note: The provisions of this §366.419 adopted to be effective June 9, 2010, 35 TexReg 4661"
2921,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=421,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER D: MEDICAID FOR BREAST AND CERVICAL CANCER,RULE §366.421: Right to Appeal,"Source Note: The provisions of this §366.421 adopted to be effective June 9, 2010, 35 TexReg 4661"
